Results
Filename SNR Time(ms) BER% FER%
../gentests/RandomBase5AtLeast6_19/b5_10_0019_000.mtx 3 279.513 0.103698 1.36486 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_001.mtx 3 204.896 0.136388 1.72414 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_002.mtx 3 276.334 0.0934809 1.14773 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_003.mtx 3 284.6 0.0892317 1.1954 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_004.mtx 3 265.29 0.0891488 1.24691 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_005.mtx 3 281.272 0.0988095 1.22619 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_006.mtx 3 237.711 0.105416 1.44928 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_007.mtx 3 292.599 0.0828803 1.12088 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_008.mtx 3 269.542 0.100466 1.26582 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_009.mtx 3 271.568 0.0894087 1.23457 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_010.mtx 3 287.433 0.0953349 1.15909 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_011.mtx 3 262.289 0.0934381 1.31169 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_012.mtx 3 258.982 0.100273 1.31169 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_013.mtx 3 258.057 0.0932133 1.31579 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_014.mtx 3 274.983 0.0853659 1.21951 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_015.mtx 3 272.485 0.0961319 1.21687 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_016.mtx 3 274.64 0.0941248 1.16279 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_017.mtx 3 218.745 0.127193 1.66667 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_018.mtx 3 254.666 0.109175 1.37838 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_019.mtx 3 253.442 0.109589 1.36986 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_020.mtx 3 248.32 0.105994 1.40278 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_021.mtx 3 265.692 0.105803 1.28205 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_022.mtx 3 263.979 0.0996003 1.26582 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_023.mtx 3 294.533 0.094508 1.09783 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_024.mtx 3 259.162 0.109177 1.29487 
../gentests/RandomBase5AtLeast6_19/b5_10_0019_025.mtx 3 274.738 0.10031 1.17647 
